,testset_idx,doc_ix,snippet
10,26135,109083106,"(29899, 8551, 749, 363, 278, 4756, 29889, 29871, 29955, 2635, 363, 278, 8271, 304, 17386, 402, 586, 29889, 18956, 15225)"
11,26135,49743902,"(29899, 8551, 749, 363, 278, 4756, 29889, 29871, 29955, 2635, 363, 278, 8271, 304, 17386, 402, 586, 29889, 18956, 15225)"
12,26472,84845539,"(1302, 3372, 1218, 411, 278, 383, 12809, 297, 1811, 304, 26694, 278, 2022, 1058, 20373, 278, 24424, 304, 263, 501)"
13,26888,94038126,"(322, 263, 8076, 4280, 9667, 292, 278, 5874, 620, 647, 9698, 263, 29871, 29896, 29929, 29899, 18721, 380, 1743, 600, 5683, 16340)"
14,27531,45759354,"(29895, 5057, 4523, 12520, 7916, 363, 6909, 297, 7646, 16416, 24720, 322, 769, 696, 1327, 287, 278, 723, 29899, 915, 432, 1148, 1983)"
15,27570,93013189,"(450, 1353, 310, 26850, 10695, 8491, 4696, 8379, 515, 263, 1880, 310, 29871, 29896, 29946, 29889, 29945, 7284, 297, 3786, 304, 29871)"
16,27570,34400431,"(450, 1353, 310, 26850, 10695, 8491, 4696, 8379, 515, 263, 1880, 310, 29871, 29896, 29946, 29889, 29945, 7284, 297, 3786, 304, 29871)"
17,27570,93013189,"(310, 29871, 29896, 29946, 29889, 29945, 7284, 297, 3786, 304, 29871, 29896, 29906, 29889, 29955, 7284, 297, 2610, 322, 29871, 29896, 29900)"
18,27570,34400431,"(310, 29871, 29896, 29946, 29889, 29945, 7284, 297, 3786, 304, 29871, 29896, 29906, 29889, 29955, 7284, 297, 2610, 322, 29871, 29896, 29900)"
19,28919,102637381,"(12530, 263, 1023, 29899, 18721, 6493, 304, 278, 14622, 14368, 310, 1425, 18152, 322, 317, 2497, 326, 3270, 29891, 801)"
20,29963,74037112,"(8037, 5619, 24921, 884, 11132, 263, 3407, 304, 263, 29871, 29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750)"
21,29963,113120194,"(8037, 5619, 24921, 884, 11132, 263, 3407, 304, 263, 29871, 29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750)"
22,29963,57912369,"(8037, 5619, 24921, 884, 11132, 263, 3407, 304, 263, 29871, 29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750)"
23,29963,74037112,"(29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401)"
24,29963,113120194,"(29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401)"
25,29963,57912369,"(29896, 29929, 29929, 29929, 6559, 6445, 393, 5534, 6238, 3698, 750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401)"
26,29963,74037112,"(750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401, 411, 278, 1833, 29871, 29896, 29892, 29900, 29900, 29900, 2440)"
27,29963,113120194,"(750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401, 411, 278, 1833, 29871, 29896, 29892, 29900, 29900, 29900, 2440)"
28,29963,57912369,"(750, 5161, 264, 15301, 368, 297, 278, 3517, 316, 6332, 9401, 411, 278, 1833, 29871, 29896, 29892, 29900, 29900, 29900, 2440)"
29,30145,24612258,"(338, 278, 501, 29889, 29903, 29889, 5443, 310, 278, 29871, 29955, 29955, 7284, 29899, 14242, 3218, 506, 273, 1876, 13094)"
30,31616,74476768,"(1156, 1641, 16263, 2955, 322, 29159, 287, 491, 278, 13936, 10594, 1623, 278, 9418, 29899, 29924, 688, 4302, 10021, 29879)"
31,31616,53531435,"(1156, 1641, 16263, 2955, 322, 29159, 287, 491, 278, 13936, 10594, 1623, 278, 9418, 29899, 29924, 688, 4302, 10021, 29879)"
32,32126,48418033,"(394, 6205, 16079, 368, 2023, 393, 21375, 29939, 4944, 5518, 2304, 304, 9016, 365, 4858, 322, 394, 29899, 29984, 29874, 1458)"
33,32126,27455632,"(394, 6205, 16079, 368, 2023, 393, 21375, 29939, 4944, 5518, 2304, 304, 9016, 365, 4858, 322, 394, 29899, 29984, 29874, 1458)"
34,32330,40043038,"(1472, 29899, 29882, 2495, 1776, 393, 7631, 17176, 583, 322, 278, 10462, 310, 5198, 4481, 1934, 892, 534, 981, 29881, 297)"
35,33235,117556082,"(278, 2982, 29889, 13, 13, 29953, 29889, 1987, 1473, 368, 29892, 408, 304, 12892, 3528, 29892, 278, 15834, 310, 372, 3412, 278, 7205, 338, 13, 1039, 29312, 1364, 29877, 1475, 29892, 5034, 304, 1749, 5023, 310, 12892, 408, 23771, 515, 13, 1552, 402, 16302, 310, 1858, 22653, 457, 304, 278, 1816, 6718, 713, 19437, 29892, 3412, 607, 380, 2267, 6609, 8040, 13, 29907, 7002, 29936, 515, 445, 19437, 769, 29871, 29929, 278, 1354, 29312, 1364, 29877, 1475, 526, 25527, 22367, 29901, 363, 1906, 13, 974, 1757, 1058, 526, 6460, 297, 2982, 505, 1009, 4234, 17005, 491, 285, 493, 4835, 29892, 13, 386, 852, 1058, 526, 3109, 6460, 491, 285, 2271, 24733, 29892, 1906, 1058, 505, 1568, 2982, 491, 13, 862, 294, 25128, 29892, 322, 1906, 1058, 505, 2982, 297, 1407, 2107, 18666, 749, 491, 1364, 29877, 1475, 29901, 13)"
36,33235,117556082,"(29871, 29929, 278, 1354, 29312, 1364, 29877, 1475, 526, 25527, 22367, 29901, 363, 1906, 13, 974, 1757, 1058, 526, 6460, 297, 2982, 505, 1009, 4234, 17005, 491, 285, 493, 4835, 29892, 13, 386, 852, 1058, 526, 3109, 6460, 491, 285, 2271, 24733, 29892, 1906, 1058, 505, 1568, 2982, 491, 13, 862, 294, 25128, 29892, 322, 1906, 1058, 505, 2982, 297, 1407, 2107, 18666, 749, 491, 1364, 29877, 1475, 29901, 13, 3707, 278, 610, 294, 574, 338, 5186, 304, 17058, 285, 2271, 24733, 29892, 322, 1269, 1364, 29877, 457, 29892, 607, 13, 275, 385, 12892, 713, 5645, 29892, 338, 5186, 304, 1354, 29312, 285, 2271, 24733, 29889, 1105, 727, 723, 367, 13, 273, 15834, 310, 2211, 10405, 4832, 6893, 285, 2271, 24733, 363, 278, 12180, 29899, 1049, 310, 13, 29923, 28779, 29889, 29871, 29896, 29900, 13, 13, 29955, 29889, 3645)"
37,33235,117556082,"(13, 3707, 278, 610, 294, 574, 338, 5186, 304, 17058, 285, 2271, 24733, 29892, 322, 1269, 1364, 29877, 457, 29892, 607, 13, 275, 385, 12892, 713, 5645, 29892, 338, 5186, 304, 1354, 29312, 285, 2271, 24733, 29889, 1105, 727, 723, 367, 13, 273, 15834, 310, 2211, 10405, 4832, 6893, 285, 2271, 24733, 363, 278, 12180, 29899, 1049, 310, 13, 29923, 28779, 29889, 29871, 29896, 29900, 13, 13, 29955, 29889, 3645, 266, 663, 322, 408, 2215, 408, 379, 5037, 13242, 275, 297, 1049, 12892, 338, 7300, 29892, 322, 278, 13, 1049, 338, 599, 12151, 322, 1728, 7689, 886, 310, 4094, 29871, 29896, 29896, 322, 8429, 310, 17439, 29901, 322, 13, 1552, 6520, 408, 697, 5771, 297, 1049, 515, 278, 7205, 304, 379, 5037, 13242, 275, 338, 1048, 278, 13, 17642, 297, 3309, 408, 393, 607, 11981, 515, 278, 5272, 279)"
38,33254,60970731,"(322, 1449, 9698, 472, 278, 1766, 569, 12945, 29889, 739, 723, 13, 484, 369, 437, 29892, 322, 8365, 1609, 7091, 372, 29892, 577, 540, 3512, 304, 1074, 2233, 2593, 536, 29892, 1058, 471, 13, 535, 791, 267, 3277, 373, 20559, 432, 1297, 567, 297, 670, 16423, 29889, 13, 13, 15597, 3290, 1623, 4208, 322, 15648, 3036, 1338, 322, 5199, 22722, 29892, 322, 1269, 13, 11940, 278, 916, 1556, 22684, 292, 29892, 871, 8365, 1609, 5229, 304, 282, 3427, 2233, 2593, 536, 29892, 304, 13, 1552, 916, 29915, 29879, 443, 1725, 12961, 626, 22527, 29889, 1205, 278, 432, 1297, 567, 9677, 6411, 29885, 373, 278, 380, 292, 13, 974, 1444, 20521, 29891, 29892, 322, 8938, 839, 4966, 304, 278, 1999, 523, 287, 29892, 322, 746, 8365, 1609, 1497, 540, 13, 21969, 748, 29892, 2233, 2593, 536, 3512, 2086, 29892, 322, 746, 8365, 1609, 29892, 451)"
39,33254,103957317,"(322, 1449, 9698, 472, 278, 1766, 569, 12945, 29889, 739, 723, 13, 484, 369, 437, 29892, 322, 8365, 1609, 7091, 372, 29892, 577, 540, 3512, 304, 1074, 2233, 2593, 536, 29892, 1058, 471, 13, 535, 791, 267, 3277, 373, 20559, 432, 1297, 567, 297, 670, 16423, 29889, 13, 13, 15597, 3290, 1623, 4208, 322, 15648, 3036, 1338, 322, 5199, 22722, 29892, 322, 1269, 13, 11940, 278, 916, 1556, 22684, 292, 29892, 871, 8365, 1609, 5229, 304, 282, 3427, 2233, 2593, 536, 29892, 304, 13, 1552, 916, 29915, 29879, 443, 1725, 12961, 626, 22527, 29889, 1205, 278, 432, 1297, 567, 9677, 6411, 29885, 373, 278, 380, 292, 13, 974, 1444, 20521, 29891, 29892, 322, 8938, 839, 4966, 304, 278, 1999, 523, 287, 29892, 322, 746, 8365, 1609, 1497, 540, 13, 21969, 748, 29892, 2233, 2593, 536, 3512, 2086, 29892, 322, 746, 8365, 1609, 29892, 451)"
40,33254,60970731,"(8365, 1609, 5229, 304, 282, 3427, 2233, 2593, 536, 29892, 304, 13, 1552, 916, 29915, 29879, 443, 1725, 12961, 626, 22527, 29889, 1205, 278, 432, 1297, 567, 9677, 6411, 29885, 373, 278, 380, 292, 13, 974, 1444, 20521, 29891, 29892, 322, 8938, 839, 4966, 304, 278, 1999, 523, 287, 29892, 322, 746, 8365, 1609, 1497, 540, 13, 21969, 748, 29892, 2233, 2593, 536, 3512, 2086, 29892, 322, 746, 8365, 1609, 29892, 451, 304, 367, 714, 15091, 29892, 1663, 12652, 373, 13, 562, 14518, 292, 2233, 2593, 536, 1250, 304, 670, 3050, 29892, 2233, 2593, 536, 10087, 304, 1074, 8365, 1609, 13, 1627, 4203, 982, 29892, 322, 769, 9138, 372, 2898, 304, 760, 29892, 896, 8459, 304, 270, 457, 13, 29873, 12966, 322, 376, 1579, 277, 1213, 1763, 1652, 277, 29892, 263, 9750, 7436, 304, 2233, 2593, 536, 29915, 29879, 694, 312, 595, 284, 13)"
41,33254,103957317,"(8365, 1609, 5229, 304, 282, 3427, 2233, 2593, 536, 29892, 304, 13, 1552, 916, 29915, 29879, 443, 1725, 12961, 626, 22527, 29889, 1205, 278, 432, 1297, 567, 9677, 6411, 29885, 373, 278, 380, 292, 13, 974, 1444, 20521, 29891, 29892, 322, 8938, 839, 4966, 304, 278, 1999, 523, 287, 29892, 322, 746, 8365, 1609, 1497, 540, 13, 21969, 748, 29892, 2233, 2593, 536, 3512, 2086, 29892, 322, 746, 8365, 1609, 29892, 451, 304, 367, 714, 15091, 29892, 1663, 12652, 373, 13, 562, 14518, 292, 2233, 2593, 536, 1250, 304, 670, 3050, 29892, 2233, 2593, 536, 10087, 304, 1074, 8365, 1609, 13, 1627, 4203, 982, 29892, 322, 769, 9138, 372, 2898, 304, 760, 29892, 896, 8459, 304, 270, 457, 13, 29873, 12966, 322, 376, 1579, 277, 1213, 1763, 1652, 277, 29892, 263, 9750, 7436, 304, 2233, 2593, 536, 29915, 29879, 694, 312, 595, 284, 13)"
42,33254,60970731,"(304, 367, 714, 15091, 29892, 1663, 12652, 373, 13, 562, 14518, 292, 2233, 2593, 536, 1250, 304, 670, 3050, 29892, 2233, 2593, 536, 10087, 304, 1074, 8365, 1609, 13, 1627, 4203, 982, 29892, 322, 769, 9138, 372, 2898, 304, 760, 29892, 896, 8459, 304, 270, 457, 13, 29873, 12966, 322, 376, 1579, 277, 1213, 1763, 1652, 277, 29892, 263, 9750, 7436, 304, 2233, 2593, 536, 29915, 29879, 694, 312, 595, 284, 13, 771, 29893, 3137, 29892, 13384, 29892, 6060, 29892, 408, 1532, 408, 3099, 29892, 278, 330, 1794, 3305, 7972, 29889, 13, 29928, 3993, 471, 10372, 472, 341, 29582, 29915, 29879, 29892, 322, 1550, 8365, 1609, 15593, 287, 278, 14547, 29892, 13, 6821, 2593, 536, 8126, 263, 4783, 368, 10977, 373, 278, 541, 1358, 29889, 450, 17803, 471, 263, 2551, 29892, 470, 13, 11102, 310, 278, 2656, 6892, 1840, 287, 263, 2551, 29889, 22578)"
43,33254,103957317,"(304, 367, 714, 15091, 29892, 1663, 12652, 373, 13, 562, 14518, 292, 2233, 2593, 536, 1250, 304, 670, 3050, 29892, 2233, 2593, 536, 10087, 304, 1074, 8365, 1609, 13, 1627, 4203, 982, 29892, 322, 769, 9138, 372, 2898, 304, 760, 29892, 896, 8459, 304, 270, 457, 13, 29873, 12966, 322, 376, 1579, 277, 1213, 1763, 1652, 277, 29892, 263, 9750, 7436, 304, 2233, 2593, 536, 29915, 29879, 694, 312, 595, 284, 13, 771, 29893, 3137, 29892, 13384, 29892, 6060, 29892, 408, 1532, 408, 3099, 29892, 278, 330, 1794, 3305, 7972, 29889, 13, 29928, 3993, 471, 10372, 472, 341, 29582, 29915, 29879, 29892, 322, 1550, 8365, 1609, 15593, 287, 278, 14547, 29892, 13, 6821, 2593, 536, 8126, 263, 4783, 368, 10977, 373, 278, 541, 1358, 29889, 450, 17803, 471, 263, 2551, 29892, 470, 13, 11102, 310, 278, 2656, 6892, 1840, 287, 263, 2551, 29889, 22578)"
44,33340,22394755,"(289, 10071, 310, 624, 29889, 13358, 29886, 625, 304, 29880, 839, 278, 7234, 29892, 322, 1183, 4687, 701, 29892, 13590, 13, 2541, 1238, 369, 728, 756, 371, 7839, 29908, 29902, 1818, 8341, 29991, 1932, 366, 5429, 592, 366, 18012, 13, 1004, 489, 6293, 489, 6293, 4433, 592, 3078, 29936, 541, 769, 29892, 1584, 769, 29892, 372, 471, 2086, 5683, 29892, 322, 13, 29918, 5747, 916, 2834, 29918, 607, 7868, 29879, 592, 304, 1075, 29892, 1818, 2317, 363, 3926, 1546, 366, 13, 392, 592, 29991, 1152, 727, 903, 275, 1790, 29918, 6029, 540, 756, 17049, 29892, 322, 338, 1781, 304, 29889, 940, 13, 21969, 451, 762, 7839, 19562, 2609, 15049, 1075, 29892, 363, 393, 903, 1228, 29915, 29879, 29918, 16563, 3850, 13, 13, 2308, 296, 3290, 10884, 2222, 29892, 541, 670, 13133, 6350, 373, 297, 385, 1006, 1195, 519, 377, 5168, 29889, 13, 13, 29903, 2904, 6071, 29892, 2217, 19628, 6071, 29892, 1058, 7258, 411)"
45,33341,7789369,"(304, 2367, 777, 3633, 310, 1009, 13, 513, 23352, 4955, 29889, 16025, 1900, 2998, 526, 5459, 601, 412, 29892, 365, 8710, 29892, 9646, 29892, 8251, 5137, 29892, 13, 2499, 29883, 1527, 29872, 29892, 317, 2004, 280, 29892, 22244, 29892, 322, 360, 1648, 29872, 29889, 13, 13, 13566, 5971, 4162, 29892, 304, 6029, 3091, 375, 7470, 1090, 278, 883, 310, 263, 3290, 4316, 29892, 471, 278, 8750, 13, 974, 13656, 371, 375, 29892, 6989, 310, 450, 5707, 29889, 1763, 10169, 278, 27343, 310, 902, 4783, 1183, 27481, 304, 13, 29903, 4245, 265, 29892, 988, 6989, 382, 1129, 412, 375, 29892, 427, 336, 415, 2955, 411, 902, 20695, 15409, 29892, 1754, 902, 13, 22880, 6532, 1728, 6721, 902, 4783, 29915, 29879, 20218, 29889, 910, 577, 427, 1431, 287, 13656, 371, 375, 393, 13, 354, 8052, 1370, 2750, 382, 1129, 412, 375, 29892, 297, 1797, 304, 752, 295, 1075, 304, 17749, 5459)"
46,33341,7789369,"(450, 5707, 29889, 1763, 10169, 278, 27343, 310, 902, 4783, 1183, 27481, 304, 13, 29903, 4245, 265, 29892, 988, 6989, 382, 1129, 412, 375, 29892, 427, 336, 415, 2955, 411, 902, 20695, 15409, 29892, 1754, 902, 13, 22880, 6532, 1728, 6721, 902, 4783, 29915, 29879, 20218, 29889, 910, 577, 427, 1431, 287, 13656, 371, 375, 393, 13, 354, 8052, 1370, 2750, 382, 1129, 412, 375, 29892, 297, 1797, 304, 752, 295, 1075, 304, 17749, 5459, 601, 412, 29889, 13, 4178, 670, 4892, 29892, 607, 3614, 2058, 1434, 540, 1033, 9269, 297, 670, 6437, 29892, 13, 29940, 293, 371, 375, 2175, 670, 20748, 304, 670, 8099, 8626, 8668, 29892, 1899, 292, 1075, 29892, 472, 278, 1021, 13, 2230, 29892, 304, 8677, 373, 278, 1370, 29892, 322, 6222, 670, 6003, 479, 749, 29889, 8626, 8668, 2437, 11932, 317, 4245, 265, 29892, 13, 311, 1725, 630, 322, 9445, 382, 1129, 412, 375)"
47,33341,7789369,"(5459, 601, 412, 29889, 13, 4178, 670, 4892, 29892, 607, 3614, 2058, 1434, 540, 1033, 9269, 297, 670, 6437, 29892, 13, 29940, 293, 371, 375, 2175, 670, 20748, 304, 670, 8099, 8626, 8668, 29892, 1899, 292, 1075, 29892, 472, 278, 1021, 13, 2230, 29892, 304, 8677, 373, 278, 1370, 29892, 322, 6222, 670, 6003, 479, 749, 29889, 8626, 8668, 2437, 11932, 317, 4245, 265, 29892, 13, 311, 1725, 630, 322, 9445, 382, 1129, 412, 375, 29892, 322, 6296, 1250, 426, 29941, 29941, 29913, 5459, 601, 412, 408, 263, 27314, 29889, 13, 2951, 278, 982, 304, 450, 5707, 1183, 4846, 12060, 304, 902, 3252, 262, 29899, 29879, 787, 29892, 1913, 561, 291, 322, 796, 621, 375, 29892, 13, 15970, 29892, 491, 278, 11299, 310, 8626, 8668, 29892, 892, 472, 2748, 19884, 373, 8040, 315, 389, 29874, 261, 265, 29892, 322, 13, 29893, 483, 505, 639, 3276, 541, 363, 278, 2924)"
48,33443,22394755,"(10090, 322, 7450, 278, 3050, 29889, 319, 10906, 725, 12138, 287, 297, 278, 13, 535, 13241, 479, 29915, 29879, 301, 17979, 322, 278, 2030, 767, 6568, 7123, 17620, 372, 29889, 383, 2365, 411, 22739, 540, 13, 14044, 287, 263, 3256, 373, 670, 17018, 280, 29892, 769, 29892, 5807, 905, 292, 278, 10906, 725, 29892, 7689, 574, 701, 278, 13, 303, 7121, 29889, 940, 1898, 304, 1246, 29892, 541, 670, 26820, 15155, 6153, 29889, 1551, 278, 1473, 11904, 13, 354, 4446, 715, 1901, 373, 278, 380, 1466, 1582, 29892, 322, 373, 278, 4654, 278, 11904, 471, 10146, 322, 13, 1552, 378, 13241, 479, 6568, 297, 263, 11565, 310, 10416, 4822, 278, 25325, 29889, 450, 2446, 11904, 13, 11102, 670, 29892, 903, 1552, 12935, 5396, 450, 3050, 18757, 515, 967, 298, 292, 267, 29892, 278, 14603, 330, 10501, 29889, 940, 13, 1037, 415, 297, 322, 269, 804, 1623, 491, 278, 6592, 29892, 322, 727, 1023, 10188, 892)"
49,33443,37988112,"(10090, 322, 7450, 278, 3050, 29889, 319, 10906, 725, 12138, 287, 297, 278, 13, 535, 13241, 479, 29915, 29879, 301, 17979, 322, 278, 2030, 767, 6568, 7123, 17620, 372, 29889, 383, 2365, 411, 22739, 540, 13, 14044, 287, 263, 3256, 373, 670, 17018, 280, 29892, 769, 29892, 5807, 905, 292, 278, 10906, 725, 29892, 7689, 574, 701, 278, 13, 303, 7121, 29889, 940, 1898, 304, 1246, 29892, 541, 670, 26820, 15155, 6153, 29889, 1551, 278, 1473, 11904, 13, 354, 4446, 715, 1901, 373, 278, 380, 1466, 1582, 29892, 322, 373, 278, 4654, 278, 11904, 471, 10146, 322, 13, 1552, 378, 13241, 479, 6568, 297, 263, 11565, 310, 10416, 4822, 278, 25325, 29889, 450, 2446, 11904, 13, 11102, 670, 29892, 903, 1552, 12935, 5396, 450, 3050, 18757, 515, 967, 298, 292, 267, 29892, 278, 14603, 330, 10501, 29889, 940, 13, 1037, 415, 297, 322, 269, 804, 1623, 491, 278, 6592, 29892, 322, 727, 1023, 10188, 892)"
50,33594,117556082,"(297, 278, 1021, 7812, 1196, 310, 5320, 3841, 363, 13, 29874, 767, 1728, 2094, 3774, 11115, 29936, 29871, 29941, 29955, 29900, 29896, 322, 317, 1789, 412, 12185, 11564, 304, 278, 2058, 13, 3062, 278, 306, 2475, 6057, 714, 964, 278, 7205, 29901, 4550, 306, 1348, 393, 278, 405, 488, 14517, 13, 20678, 278, 3353, 310, 8153, 3761, 322, 338, 310, 5186, 5645, 411, 278, 306, 2475, 29889, 13, 13, 2776, 278, 405, 488, 769, 1235, 577, 1568, 9378, 625, 408, 756, 1063, 1497, 29889, 13, 13, 29941, 29945, 29889, 4587, 12892, 3138, 306, 4091, 1207, 590, 3461, 472, 3309, 29892, 1363, 372, 756, 13, 29893, 18452, 901, 297, 1353, 1135, 738, 916, 2982, 29892, 322, 1736, 2086, 372, 756, 304, 1510, 13)"
51,33825,7789369,"(263, 6893, 1999, 2209, 4835, 29889, 18492, 292, 2978, 304, 25917, 445, 13, 5590, 873, 28149, 29892, 5069, 429, 7680, 568, 885, 296, 23895, 21571, 278, 4799, 29892, 1183, 6258, 28605, 1623, 304, 13, 29887, 1624, 372, 29892, 12326, 292, 694, 16126, 29892, 746, 263, 343, 1450, 1076, 24475, 893, 6496, 472, 902, 6900, 29892, 322, 13, 29909, 30085, 2783, 29892, 278, 867, 326, 364, 8584, 310, 278, 5224, 3186, 29892, 7470, 515, 967, 10809, 29879, 29892, 409, 630, 13, 262, 670, 270, 7511, 1847, 521, 1306, 327, 12061, 491, 3023, 4628, 15100, 29889, 2169, 538, 2222, 310, 902, 20190, 13, 392, 278, 528, 2546, 2039, 310, 902, 12944, 14333, 1934, 29892, 319, 30085, 2783, 25291, 278, 1935, 29878, 2164, 13, 655, 3615, 29892, 322, 23888, 902, 3448, 304, 278, 15482, 16103, 1855, 1516, 975, 607, 540, 337, 12961)"
52,33825,7789369,"(3186, 29892, 7470, 515, 967, 10809, 29879, 29892, 409, 630, 13, 262, 670, 270, 7511, 1847, 521, 1306, 327, 12061, 491, 3023, 4628, 15100, 29889, 2169, 538, 2222, 310, 902, 20190, 13, 392, 278, 528, 2546, 2039, 310, 902, 12944, 14333, 1934, 29892, 319, 30085, 2783, 25291, 278, 1935, 29878, 2164, 13, 655, 3615, 29892, 322, 23888, 902, 3448, 304, 278, 15482, 16103, 1855, 1516, 975, 607, 540, 337, 12961, 297, 13, 12873, 14588, 18333, 6815, 332, 29889, 6162, 2363, 29892, 278, 599, 29899, 4149, 292, 6575, 29899, 17083, 29892, 322, 379, 687, 403, 29892, 263, 13, 29885, 858, 261, 2738, 322, 1407, 12297, 1933, 13593, 29892, 7432, 6091, 902, 274, 2722, 363, 16226, 29892, 541, 13, 29893, 406, 3081, 2222, 304, 1371, 902, 29889, 1932, 4432, 1308, 3897, 19861, 310, 902, 6410, 902, 13, 629, 2575, 471, 17818)"
